Giocatore,Ruolo,Squadra,Gol/90,Assist/90,Gol+Assist/90,Gol/90 attesi,Assist/90 attesi,Gol+Assist/90 attesi,Occasioni create,Passaggi chiave,Pressioni,Progressioni palla (Carry/90),Progressioni palla (Pass/90),Progressioni palla (Ricezione/90),xG senza rigori,Gol senza rigori/90,Percentuale rigori,Differenza Gol fatti - attesi,Differenza Assist fatti - attesi,Cartellini/90,Espulsioni/90,Ammonizioni/90,Indice Sintetico,Punteggio (0-100),Percentile nel Ruolo,Tier
Baschirotto,D,Cremonese,0.05,0.0,0.05,0.03,0.01,0.04,1.0,1.0,90.0,0.34,1.87,0.13,1.67,0.05,,0.8,-0.2,0.08,0.0,0.08,0.69,23.0,0.51,B
Emerson,D,,0.0,0.0,0.0,0.03,0.05,0.07,0.94,0.42,81.0,1.5,4.44,4.64,0.0,0.0,,-0.4,-0.7,0.33,0.0,0.33,0.69,23.0,0.51,B
Sosa,D,,0.0,0.0,0.0,0.02,0.05,0.08,0.74,0.37,62.16,0.99,3.89,3.73,0.0,0.0,,-0.3,-0.7,0.0,0.0,0.0,0.69,23.0,0.51,B
Thiaw,D,Milan,0.0,0.0,0.0,0.03,0.0,0.03,0.86,0.5,82.09,0.6,4.44,0.05,0.0,0.0,,-0.6,-0.1,0.1,0.0,0.1,0.69,23.0,0.51,B
Comuzzo,D,Fiorentina,0.04,0.0,0.04,0.02,0.02,0.05,0.73,0.63,66.67,0.57,3.07,0.49,2.0,0.04,,0.5,-0.6,0.2,0.0,0.2,0.71,23.8,0.5,C
Modesto,D,,0.0,0.15,0.15,0.07,0.12,0.19,0.2,0.11,30.4,2.37,3.26,6.37,0.0,0.0,,-0.5,0.2,0.15,0.0,0.15,0.71,23.8,0.5,C
Van Der Brempt,D,Como,0.0,0.07,0.07,0.04,0.04,0.07,0.7,0.37,62.85,1.36,3.01,2.43,0.0,0.0,,-0.5,0.5,0.21,0.0,0.21,0.71,23.8,0.5,C
Zalewski,D,Atalanta,0.09,0.09,0.19,0.05,0.23,0.28,0.35,0.21,42.09,5.58,3.25,9.39,2.0,0.09,,0.5,-1.5,0.37,0.0,0.37,0.71,23.8,0.5,C
Casale,D,Bologna,0.0,0.09,0.09,0.04,0.04,0.09,0.65,0.29,60.88,0.26,3.04,0.17,0.0,0.0,,-0.5,0.5,0.09,0.0,0.09,0.74,24.6,0.48,C
Jesus,D,,0.0,0.08,0.08,0.03,0.0,0.03,0.8,0.32,71.6,0.25,4.19,0.17,0.0,0.0,,-0.3,1.0,0.17,0.0,0.17,0.74,24.6,0.48,C
Mina,D,Cagliari,0.04,0.0,0.04,0.08,0.01,0.09,1.0,0.82,82.87,0.6,2.66,0.32,0.43,0.04,,-1.3,-0.3,0.25,0.04,0.21,0.74,24.6,0.48,C
Jiménez,D,,0.0,0.07,0.07,0.06,0.09,0.15,0.64,0.37,57.55,3.91,2.63,5.12,0.0,0.0,,-0.8,-0.3,0.43,0.0,0.43,0.76,25.4,0.47,C
De Sciglio,D,,0.12,0.0,0.12,0.07,0.02,0.09,0.44,0.18,48.06,0.47,2.11,0.82,1.67,0.12,,0.4,-0.2,0.0,0.0,0.0,0.79,26.2,0.45,C
Kialonda,D,,0.0,0.04,0.04,0.05,0.02,0.06,1.0,0.63,89.33,0.17,1.43,0.21,0.0,0.0,,-1.1,0.6,0.13,0.0,0.13,0.79,26.2,0.45,C
Lucumí,D,,0.0,0.03,0.03,0.02,0.01,0.03,0.91,0.76,81.69,1.17,3.72,0.24,0.0,0.0,,-0.6,0.6,0.31,0.03,0.28,0.79,26.2,0.45,C
Norton-Cuffy,D,Genoa,0.0,0.0,0.0,0.04,0.03,0.06,0.57,0.21,51.36,1.5,2.25,2.63,0.0,0.0,,-0.3,-0.2,0.0,0.0,0.0,0.79,26.2,0.45,C
Pellegrini,D,Roma,0.0,0.34,0.34,0.06,0.15,0.21,0.45,0.26,48.5,1.77,6.07,5.15,0.0,0.0,,-0.7,2.2,0.42,0.0,0.42,0.79,26.2,0.45,C
Romagnoli,D,Lazio,0.07,0.0,0.07,0.08,0.01,0.09,0.97,0.82,83.5,0.27,3.03,0.13,0.83,0.07,,-0.4,-0.3,0.2,0.07,0.13,0.79,26.2,0.45,C
Cuadrado,D,Pisa,0.0,0.22,0.22,0.1,0.22,0.31,0.3,0.18,36.17,4.44,6.92,9.74,0.0,0.0,,-0.9,0.0,0.32,0.0,0.32,0.81,27.0,0.43,C
Hummels,D,,0.0,0.0,0.0,0.05,0.01,0.06,0.79,0.29,65.36,0.39,2.56,0.1,0.0,0.0,,-0.5,-0.1,0.1,0.0,0.1,0.81,27.0,0.43,C
Bani,D,,0.0,0.0,0.0,0.07,0.01,0.08,0.95,0.5,75.35,0.36,1.49,0.18,0.0,0.0,,-1.2,-0.2,0.18,0.0,0.18,0.83,27.8,0.42,C
Hainaut,D,Parma,0.15,0.0,0.15,0.06,0.07,0.13,0.4,0.26,48.24,1.64,2.54,2.76,2.5,0.15,,1.2,-1.0,0.3,0.0,0.3,0.83,27.8,0.42,C
Izzo,D,,0.04,0.04,0.07,0.01,0.03,0.04,0.93,0.74,81.17,0.44,2.66,0.44,2.5,0.04,,0.6,0.2,0.44,0.0,0.44,0.83,27.8,0.42,C
Kossounou,D,Atalanta,0.0,0.0,0.0,0.04,0.0,0.04,0.67,0.32,62.5,1.04,3.68,1.12,0.0,0.0,,-0.5,0.0,0.08,0.0,0.08,0.83,27.8,0.42,C
Rensch,D,Roma,0.0,0.19,0.19,0.06,0.15,0.21,0.36,0.13,33.5,0.38,2.69,4.8,0.0,0.0,,-0.3,0.2,0.0,0.0,0.0,0.83,27.8,0.42,C
Tomori,D,Milan,0.0,0.06,0.06,0.01,0.04,0.05,0.86,0.5,72.41,0.45,3.56,0.17,0.0,0.0,,-0.1,0.3,0.28,0.06,0.23,0.83,27.8,0.42,C
Azzi,D,Cremonese,0.0,0.0,0.0,0.11,0.19,0.3,0.83,0.13,71.0,3.17,2.75,5.49,0.0,0.0,,-0.5,-0.9,0.42,0.0,0.42,0.86,28.6,0.39,C
Carboni,D,Genoa,0.0,0.04,0.04,0.01,0.01,0.02,0.96,0.66,84.27,0.37,2.09,1.31,0.0,0.0,,-0.3,0.7,0.21,0.0,0.21,0.86,28.6,0.39,C
Goglichidze,D,Udinese,0.0,0.04,0.04,0.01,0.01,0.02,0.88,0.76,76.94,0.43,1.6,0.32,0.0,0.0,,-0.3,0.7,0.14,0.04,0.11,0.86,28.6,0.39,C
Jean,D,Lecce,0.0,0.0,0.0,0.01,0.01,0.01,0.84,0.42,73.05,0.52,2.72,0.19,0.0,0.0,,-0.1,-0.1,0.0,0.0,0.0,0.86,28.6,0.39,C
Kempf,D,Como,0.0,0.0,0.0,0.06,0.04,0.1,0.97,0.79,84.35,0.59,2.93,0.14,0.0,0.0,,-1.6,-1.2,0.24,0.03,0.21,0.86,28.6,0.39,C
Martínez Quarta,D,,0.26,0.0,0.26,0.18,0.0,0.18,0.5,0.11,43.88,0.77,3.59,0.51,1.43,0.26,,0.3,0.0,0.26,0.0,0.26,0.86,28.6,0.39,C
Barba,D,,0.0,0.0,0.0,0.04,0.0,0.04,0.71,0.13,61.57,1.04,5.22,1.04,0.0,0.0,,-0.2,0.0,0.0,0.0,0.0,0.88,29.4,0.36,C
Daniliuc,D,,0.0,0.0,0.0,0.01,0.01,0.02,0.5,0.24,55.78,0.72,3.41,0.72,0.0,0.0,,-0.1,-0.1,0.0,0.0,0.0,0.88,29.4,0.36,C
Frese,D,Verona,0.0,0.0,0.0,0.02,0.03,0.05,0.45,0.13,49.91,1.15,3.11,1.97,0.0,0.0,,-0.1,-0.2,0.0,0.0,0.0,0.88,29.4,0.36,C
Goldaniga,D,Como,0.04,0.0,0.04,0.09,0.01,0.1,0.88,0.74,79.12,0.71,2.88,0.28,0.4,0.04,,-1.5,-0.3,0.46,0.04,0.43,0.88,29.4,0.36,C
Patric,D,Lazio,0.15,0.0,0.15,0.16,0.0,0.16,0.5,0.13,60.7,0.59,4.45,0.74,0.91,0.15,,-0.1,0.0,0.3,0.0,0.3,0.88,29.4,0.36,C
Sambia,D,,0.0,0.0,0.0,0.09,0.07,0.16,0.12,0.05,22.76,1.16,4.88,4.65,0.0,0.0,,-0.4,-0.3,0.0,0.0,0.0,0.88,29.4,0.36,C
Walukiewicz,D,Sassuolo,0.0,0.0,0.0,0.02,0.02,0.04,0.71,0.58,59.39,1.32,4.3,1.66,0.0,0.0,,-0.4,-0.4,0.29,0.0,0.29,0.88,29.4,0.36,C
D'Ambrosio,D,,0.0,0.08,0.08,0.04,0.03,0.07,0.6,0.32,54.75,0.82,2.79,1.32,0.0,0.0,,-0.5,0.6,0.25,0.08,0.16,0.9,30.2,0.33,C
Danilo,D,,0.0,0.15,0.15,0.02,0.06,0.08,0.5,0.16,48.42,2.48,6.97,1.08,0.0,0.0,,-0.1,0.6,0.31,0.0,0.31,0.9,30.2,0.33,C
Kayode,D,,0.0,0.0,0.0,0.07,0.14,0.21,0.2,0.03,25.4,2.13,5.67,4.25,0.0,0.0,,-0.1,-0.2,0.0,0.0,0.0,0.9,30.2,0.33,C
Smolčić,D,,0.0,0.0,0.0,0.06,0.01,0.07,0.78,0.18,70.0,0.43,3.29,1.29,0.0,0.0,,-0.4,-0.1,0.29,0.0,0.29,0.9,30.2,0.33,C
Bijol,D,,0.03,0.0,0.03,0.06,0.02,0.08,1.0,0.89,87.15,0.67,2.98,0.3,0.5,0.03,,-1.0,-0.6,0.43,0.03,0.39,0.93,31.0,0.31,C
Dossena,D,Como,0.0,0.1,0.1,0.04,0.03,0.07,0.87,0.53,79.35,0.2,1.78,0.05,0.0,0.0,,-0.8,1.3,0.1,0.05,0.05,0.93,31.0,0.31,C
Erlic,D,Bologna,0.0,0.0,0.0,0.05,0.0,0.05,0.62,0.13,41.75,1.08,2.96,0.27,0.0,0.0,,-0.2,0.0,0.0,0.0,0.0,0.93,31.0,0.31,C
Gigot,D,Lazio,0.26,0.0,0.26,0.17,0.0,0.17,0.47,0.18,45.53,0.92,1.58,0.66,1.54,0.26,,0.7,0.0,0.26,0.0,0.26,0.93,31.0,0.31,C
Luis Palomino,D,,0.08,0.0,0.08,0.04,0.0,0.04,0.56,0.26,60.06,0.33,2.91,0.08,2.0,0.08,,0.5,0.0,0.25,0.0,0.25,0.93,31.0,0.31,C
Balogh,D,Parma,0.0,0.04,0.04,0.02,0.0,0.02,0.79,0.61,70.79,0.31,1.62,0.04,0.0,0.0,,-0.4,0.9,0.22,0.0,0.22,0.95,31.7,0.29,C
Circati,D,Parma,0.0,0.0,0.0,0.05,0.0,0.05,1.0,0.16,90.0,0.17,1.67,0.0,0.0,0.0,,-0.3,0.0,0.17,0.0,0.17,0.95,31.7,0.29,C
Coco,D,Torino,0.06,0.0,0.06,0.04,0.0,0.04,1.0,0.84,88.91,0.54,2.21,0.09,1.67,0.06,,0.8,0.0,0.32,0.0,0.32,0.95,31.7,0.29,C
Lekovic,D,,0.0,0.0,0.0,0.02,0.0,0.02,0.43,0.08,52.43,0.98,3.68,0.49,0.0,0.0,,-0.1,0.0,0.0,0.0,0.0,0.98,32.5,0.28,C
Touré,D,,0.12,0.0,0.12,0.05,0.0,0.05,0.92,0.29,61.08,0.74,3.19,0.37,2.5,0.12,,0.6,0.0,0.49,0.25,0.25,0.98,32.5,0.28,C
Veiga,D,Lecce,0.0,0.0,0.0,0.14,0.07,0.22,0.15,0.05,28.77,2.41,2.41,3.13,0.0,0.0,,-0.6,-0.3,0.0,0.0,0.0,0.98,32.5,0.28,C
Matturro,D,,0.0,0.0,0.0,0.02,0.02,0.04,0.69,0.24,69.23,1.2,1.5,0.9,0.0,0.0,,-0.2,-0.2,0.2,0.0,0.2,1.0,33.3,0.27,C
Marianucci,D,Napoli,0.0,0.0,0.0,0.05,0.02,0.07,0.67,0.32,59.39,1.01,2.36,0.25,0.0,0.0,,-0.6,-0.2,0.08,0.08,0.0,1.02,34.1,0.26,C
Pérez,D,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,90.0,1.0,2.0,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,1.02,34.1,0.26,C
Tolói,D,,0.0,0.0,0.0,0.02,0.04,0.06,0.18,0.05,42.55,0.96,5.0,0.96,0.0,0.0,,-0.1,-0.2,0.19,0.0,0.19,1.02,34.1,0.26,C
Ahanor,D,Atalanta,0.0,0.0,0.0,0.17,0.03,0.2,0.5,0.08,45.0,1.0,1.0,2.33,0.0,0.0,,-0.5,-0.1,0.0,0.0,0.0,1.07,35.7,0.24,C
Altare,D,,0.0,0.0,0.0,0.02,0.01,0.04,0.67,0.21,62.75,0.48,2.39,0.6,0.0,0.0,,-0.2,-0.1,0.24,0.0,0.24,1.07,35.7,0.24,C
Coppola,D,Pisa,0.06,0.0,0.06,0.02,0.0,0.02,0.97,0.87,86.09,0.12,1.48,0.09,2.86,0.06,,1.3,-0.1,0.31,0.0,0.31,1.07,35.7,0.24,C
Mazzocchi,D,Napoli,0.0,0.0,0.0,0.04,0.05,0.09,0.35,0.18,35.1,2.56,2.95,5.51,0.0,0.0,,-0.3,-0.4,0.38,0.0,0.38,1.07,35.7,0.24,C
Palestra,D,Atalanta,0.0,0.0,0.0,0.0,0.08,0.08,0.22,0.05,24.67,5.27,2.43,5.68,,0.0,,0.0,-0.2,0.0,0.0,0.0,1.07,35.7,0.24,C
Pedersen,D,Torino,0.0,0.0,0.0,0.04,0.03,0.07,0.52,0.39,46.97,2.91,1.26,5.09,0.0,0.0,,-0.6,-0.4,0.2,0.0,0.2,1.07,35.7,0.24,C
Schingtienne,D,,0.0,0.0,0.0,0.0,0.01,0.01,0.75,0.32,70.12,0.4,2.25,0.32,,0.0,,0.0,-0.1,0.16,0.0,0.16,1.07,35.7,0.24,C
Ismajli,D,Torino,0.0,0.0,0.0,0.01,0.0,0.01,1.0,0.76,86.48,0.11,1.36,0.04,0.0,0.0,,-0.3,0.0,0.11,0.0,0.11,1.14,38.1,0.21,C
Osorio,D,,0.0,0.0,0.0,0.0,0.05,0.05,0.67,0.05,57.33,0.52,1.57,0.0,,0.0,,0.0,-0.1,0.0,0.0,0.0,1.14,38.1,0.21,C
costa,D,,0.0,0.25,0.25,0.15,0.05,0.2,0.33,0.08,39.67,2.02,2.02,6.3,0.0,0.0,,-0.6,0.8,0.76,0.0,0.76,1.14,38.1,0.21,C
Buchanan,D,,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.0,15.83,5.68,1.89,7.58,,0.0,,0.0,-0.1,0.0,0.0,0.0,1.17,38.9,0.2,C
Ghilardi,D,Roma,0.0,0.0,0.0,0.03,0.01,0.04,0.88,0.55,84.54,0.71,2.53,0.31,0.0,0.0,,-0.6,-0.2,0.35,0.04,0.31,1.17,38.9,0.2,C
Moreno,D,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.05,36.0,0.62,3.75,0.62,,0.0,,0.0,0.0,0.0,0.0,0.0,1.17,38.9,0.2,C
Bremer,D,Juventus,0.0,0.0,0.0,0.02,0.0,0.02,1.0,0.16,90.0,0.33,3.5,0.0,0.0,0.0,,-0.1,0.0,0.33,0.0,0.33,1.19,39.7,0.19,C
Hien,D,Atalanta,0.0,0.0,0.0,0.04,0.0,0.04,0.9,0.71,77.57,0.27,1.97,0.12,0.0,0.0,,-1.0,-0.1,0.39,0.0,0.39,1.19,39.7,0.19,C
Gianetti,D,,0.1,0.0,0.1,0.01,0.01,0.02,0.73,0.29,58.53,0.0,1.95,0.31,10.0,0.1,,0.9,-0.1,0.41,0.0,0.41,1.21,40.5,0.18,C
Valentini,D,Verona,0.0,0.0,0.0,0.02,0.06,0.09,0.93,0.34,80.64,0.32,3.35,0.08,0.0,0.0,,-0.3,-0.8,0.48,0.08,0.4,1.21,40.5,0.18,C
Hysaj,D,Lazio,0.0,0.64,0.64,0.04,0.34,0.38,0.36,0.11,38.55,0.85,2.97,3.82,0.0,0.0,,-0.2,1.4,0.64,0.21,0.42,1.26,42.1,0.17,C
Marí,D,,0.0,0.0,0.0,0.01,0.0,0.01,0.97,0.82,85.19,0.23,2.81,0.03,0.0,0.0,,-0.3,-0.1,0.23,0.03,0.2,1.26,42.1,0.17,C
Valenti,D,Parma,0.06,0.0,0.06,0.01,0.01,0.02,0.9,0.47,77.8,0.17,1.62,0.17,5.0,0.06,,0.8,-0.2,0.4,0.06,0.35,1.26,42.1,0.17,C
Dahl,D,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,2.09,4.19,8.37,,0.0,,0.0,0.0,0.0,0.0,0.0,1.29,42.9,0.16,C
Ebuehi,D,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,3.65,4.86,3.65,,0.0,,0.0,0.0,0.0,0.0,0.0,1.29,42.9,0.16,C
Scalvini,D,Atalanta,0.0,0.0,0.0,0.03,0.0,0.03,0.67,0.11,45.33,1.65,6.62,2.32,0.0,0.0,,-0.1,0.0,0.66,0.0,0.66,1.31,43.7,0.15,C
Dembélé,D,,0.23,0.0,0.23,0.09,0.02,0.12,0.27,0.11,25.87,1.86,2.78,1.86,2.5,0.23,,0.6,-0.1,1.16,0.23,0.93,1.33,44.4,0.14,C
Løvik,D,,0.0,0.0,0.0,0.1,0.1,0.2,0.0,0.0,15.33,0.0,0.98,5.87,0.0,0.0,,-0.1,-0.1,0.0,0.0,0.0,1.33,44.4,0.14,C
Pongračić,D,,0.0,0.0,0.0,0.01,0.01,0.03,0.7,0.37,68.35,0.46,2.24,0.33,0.0,0.0,,-0.2,-0.2,0.26,0.07,0.2,1.33,44.4,0.14,C
Sala,D,,0.0,0.0,0.0,0.0,0.14,0.14,0.3,0.08,33.3,4.05,5.95,6.76,,0.0,,0.0,-0.5,0.81,0.0,0.81,1.33,44.4,0.14,C
Marcandalli,D,Genoa,0.0,0.0,0.0,0.07,0.0,0.07,0.6,0.16,40.0,0.45,2.48,0.22,0.0,0.0,,-0.3,0.0,0.45,0.0,0.45,1.36,45.2,0.12,C
Rouhi,D,Juventus,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.03,42.0,0.43,3.86,3.0,,0.0,,0.0,0.0,0.0,0.0,0.0,1.36,45.2,0.12,C
Leoni,D,Parma,0.08,0.0,0.08,0.01,0.0,0.01,0.82,0.37,70.53,0.0,1.58,0.38,10.0,0.08,,0.9,0.0,0.3,0.08,0.23,1.38,46.0,0.12,C
Brorsson,D,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.08,60.33,0.25,2.24,0.25,,0.0,,0.0,0.0,0.0,0.0,0.0,1.4,46.8,0.11,C
Faraoni,D,,0.0,0.0,0.0,0.07,0.03,0.1,0.38,0.08,32.5,0.69,1.04,4.5,0.0,0.0,,-0.2,-0.1,0.35,0.0,0.35,1.4,46.8,0.11,C
Caldirola,D,,0.0,0.0,0.0,0.03,0.01,0.04,0.71,0.26,62.57,0.51,2.26,0.41,0.0,0.0,,-0.3,-0.1,0.51,0.0,0.51,1.43,47.6,0.1,C
Iovine,D,,0.0,0.0,0.0,0.0,0.05,0.05,0.3,0.08,38.7,2.09,1.4,1.86,,0.0,,0.0,-0.2,0.47,0.0,0.47,1.43,47.6,0.1,C
Palacios,D,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.13,45.7,0.59,4.73,0.39,,0.0,,0.0,0.0,0.39,0.0,0.39,1.45,48.4,0.09,C
Terracciano,D,Cremonese,0.0,0.0,0.0,0.03,0.02,0.05,0.46,0.16,41.46,0.83,2.34,1.5,0.0,0.0,,-0.2,-0.1,0.5,0.0,0.5,1.45,48.4,0.09,C
Abankwah,D,,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,14.67,3.07,4.09,1.02,0.0,0.0,,-0.1,0.0,1.02,0.0,1.02,1.48,49.2,0.08,C
Dawidowicz,D,,0.0,0.0,0.0,0.01,0.0,0.01,0.92,0.63,70.96,0.49,1.9,0.15,0.0,0.0,,-0.3,0.0,0.39,0.05,0.34,1.48,49.2,0.08,C
Marín,D,,0.0,0.0,0.0,0.13,0.0,0.13,0.25,0.03,35.5,1.27,3.17,0.0,0.0,0.0,,-0.2,0.0,0.63,0.0,0.63,1.48,49.2,0.08,C
Bjarkason,D,,0.0,0.0,0.0,0.0,0.05,0.05,0.11,0.03,18.33,3.27,5.45,7.09,,0.0,,0.0,-0.1,1.09,0.0,1.09,1.5,50.0,0.07,C
Carboni,D,Genoa,0.0,0.0,0.0,0.0,0.04,0.04,0.38,0.08,28.25,0.8,2.39,4.38,,0.0,,0.0,-0.1,0.8,0.0,0.8,1.55,51.6,0.07,C
Sagrado,D,,0.0,0.0,0.0,0.06,0.0,0.06,1.0,0.08,46.67,0.0,1.29,3.21,0.0,0.0,,-0.1,0.0,0.64,0.0,0.64,1.57,52.4,0.06,C
Wieteska,D,Cagliari,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.03,36.8,0.49,2.45,0.0,0.0,0.0,,-0.2,-0.2,0.49,0.0,0.49,1.57,52.4,0.06,C
Jack,D,Como,0.0,0.0,0.0,0.0,0.05,0.05,0.14,0.03,24.43,1.05,4.21,0.53,,0.0,,0.0,-0.1,1.05,0.0,1.05,1.6,53.2,0.05,C
Nelsson,D,Verona,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.03,46.75,0.0,1.93,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,1.64,54.8,0.05,C
Bartesaghi,D,Milan,0.0,0.0,0.0,0.0,0.08,0.08,0.25,0.03,29.5,1.53,1.53,12.97,,0.0,,0.0,-0.1,0.76,0.76,0.0,1.71,57.1,0.04,C
Gabriel,D,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.94,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,1.71,57.1,0.04,C
Bonifazi,D,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.67,0.0,1.38,1.38,,0.0,,0.0,0.0,0.0,0.0,0.0,1.74,57.9,0.03,C
Hermoso,D,Roma,0.0,0.0,0.0,0.04,0.0,0.04,0.25,0.05,31.38,1.08,5.02,1.79,0.0,0.0,,-0.1,0.0,1.08,0.36,0.72,1.74,57.9,0.03,C
Oyegoke,D,Verona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,1.75,1.75,4.37,,0.0,,0.0,0.0,0.87,0.0,0.87,1.86,61.9,0.02,C
Ebosse,D,Verona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,5.0,0.0,,0.0,,0.0,0.0,1.0,0.0,1.0,1.93,64.3,0.02,C
Pelmard,D,,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.03,43.0,0.7,0.7,0.0,,0.0,,0.0,0.0,0.7,0.0,0.7,1.93,64.3,0.02,C
Otoa,D,Genoa,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08,59.67,0.0,0.0,0.0,,0.0,,0.0,0.0,1.01,0.5,0.5,2.0,66.7,0.01,C
Nielsen,D,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,,0.0,,0.0,0.0,2.57,0.0,2.57,2.21,73.8,0.0,C
Barella,C,Inter,0.11,0.22,0.32,0.08,0.16,0.24,0.88,0.76,75.55,2.27,8.48,4.8,1.36,0.11,,0.8,1.5,0.14,0.0,0.14,0.0,0.0,1.0,S
De Ketelaere,C,Atalanta,0.3,0.3,0.61,0.32,0.26,0.58,0.69,0.66,57.5,4.7,6.09,9.17,0.96,0.3,,-0.3,1.0,0.04,0.0,0.04,0.04,1.4,0.99,S
Soulé,C,,0.25,0.25,0.51,0.15,0.26,0.41,0.81,0.58,65.96,4.24,4.5,9.65,1.67,0.25,,2.0,-0.2,0.15,0.0,0.15,0.04,1.4,0.99,S
McTominay,C,Napoli,0.37,0.12,0.49,0.23,0.08,0.31,0.97,0.87,86.41,1.72,3.43,4.01,1.62,0.37,,4.6,1.3,0.09,0.0,0.09,0.06,2.0,0.98,S
Thuram,C,Inter,0.15,0.19,0.35,0.14,0.14,0.27,0.74,0.68,66.46,2.86,4.76,2.01,1.14,0.15,,0.5,1.4,0.19,0.0,0.19,0.06,2.0,0.98,S
Vlašić,C,,0.21,0.17,0.38,0.14,0.1,0.25,0.77,0.61,70.57,2.25,4.0,4.68,0.88,0.13,1.0,1.6,1.6,0.0,0.0,0.0,0.06,2.0,0.98,S
Lovrić,C,,0.08,0.12,0.19,0.1,0.13,0.23,0.86,0.82,64.11,2.34,4.68,2.77,0.77,0.08,,-0.6,-0.4,0.19,0.0,0.19,0.12,4.1,0.96,S
Reijnders,C,,0.29,0.12,0.4,0.22,0.1,0.32,0.97,0.95,84.54,3.19,6.62,3.48,1.33,0.29,,2.5,0.5,0.09,0.03,0.06,0.12,4.1,0.96,S
Koopmeiners,C,Juventus,0.14,0.14,0.27,0.17,0.13,0.3,0.82,0.61,71.21,1.44,4.02,5.73,0.79,0.14,,-0.8,0.1,0.14,0.0,0.14,0.14,4.8,0.95,S
Da Cunha,C,Como,0.1,0.07,0.17,0.07,0.13,0.2,0.83,0.79,72.58,2.17,5.3,2.93,1.5,0.1,,1.0,-1.8,0.14,0.0,0.14,0.16,5.4,0.94,S
Ekkelenkamp,C,Udinese,0.14,0.1,0.24,0.13,0.06,0.2,0.59,0.53,55.65,1.62,3.42,4.09,1.07,0.14,,0.2,0.7,0.1,0.0,0.1,0.16,5.4,0.94,S
Miretti,C,Juventus,0.16,0.16,0.32,0.17,0.11,0.27,0.88,0.58,67.08,1.77,2.9,5.37,0.97,0.16,,-0.1,1.0,0.11,0.0,0.11,0.16,5.4,0.94,S
Zambo Anguissa,C,Napoli,0.19,0.13,0.32,0.14,0.08,0.21,0.91,0.84,81.49,0.76,4.54,3.76,1.36,0.19,,1.6,1.6,0.16,0.0,0.16,0.16,5.4,0.94,S
Anjorin,C,Torino,0.16,0.24,0.4,0.07,0.14,0.21,0.64,0.37,50.64,2.26,4.44,2.83,2.22,0.16,,1.1,1.3,0.24,0.0,0.24,0.18,6.1,0.93,S
Caqueret,C,Como,0.17,0.25,0.41,0.07,0.12,0.19,0.83,0.39,60.39,1.24,6.29,3.81,2.5,0.17,,1.2,1.5,0.33,0.0,0.33,0.22,7.5,0.92,S
Lookman,C,Atalanta,0.6,0.2,0.8,0.41,0.28,0.7,0.9,0.74,72.48,5.69,2.92,12.66,1.36,0.56,1.0,4.7,-2.1,0.16,0.0,0.16,0.24,8.2,0.91,S
McKennie,C,Juventus,0.08,0.16,0.23,0.11,0.14,0.25,0.84,0.71,72.19,1.09,3.94,5.96,0.69,0.08,,-0.9,0.5,0.12,0.0,0.12,0.24,8.2,0.91,S
Fazzini,C,Fiorentina,0.26,0.07,0.33,0.2,0.03,0.23,0.8,0.42,69.15,2.21,3.19,5.73,1.29,0.26,,0.9,0.5,0.13,0.07,0.07,0.27,8.8,0.89,A
Mkhitaryan,C,Inter,0.04,0.15,0.19,0.06,0.1,0.16,0.94,0.79,74.88,2.7,7.47,3.49,0.67,0.04,,-0.5,1.3,0.15,0.0,0.15,0.27,8.8,0.89,A
Odgaard,C,Bologna,0.28,0.05,0.32,0.17,0.08,0.25,0.83,0.63,67.31,1.61,2.31,4.56,1.67,0.28,,2.4,-0.8,0.05,0.0,0.05,0.27,8.8,0.89,A
Payero,C,Udinese,0.07,0.07,0.13,0.08,0.08,0.16,0.64,0.42,55.24,2.15,3.32,2.87,0.83,0.07,,-0.2,-0.3,0.33,0.0,0.33,0.27,8.8,0.89,A
Çalhanoğlu,C,,0.23,0.28,0.51,0.2,0.26,0.46,0.9,0.68,67.14,2.4,8.0,2.36,0.45,0.09,0.75,0.6,0.4,0.23,0.0,0.23,0.27,8.8,0.89,A
